datetime,date,open,high,low,close,volume,amount,symbol,interval,provider,adjust,market
2025-07-08 00:00:00,2025-07-08,3474.632,3499.886,3474.632,3497.475,49348477300,172595065644817.5,sh000001,1d,akshare,,CN
2025-07-09 00:00:00,2025-07-09,3498.724,3512.669,3491.201,3493.05,52392008800,183007906338840.0,sh000001,1d,akshare,,CN
2025-07-10 00:00:00,2025-07-10,3491.497,3526.59,3491.497,3509.682,56415980500,198002151273201.0,sh000001,1d,akshare,,CN
2025-07-11 00:00:00,2025-07-11,3511.366,3555.218,3506.799,3510.177,66418524900,233140778477907.3,sh000001,1d,akshare,,CN
2025-07-14 00:00:00,2025-07-14,3513.252,3532.118,3513.252,3519.65,57208470500,201353793195325.0,sh000001,1d,akshare,,CN
2025-07-15 00:00:00,2025-07-15,3519.805,3527.038,3483.38,3504.999,57207472600,200512134255527.38,sh000001,1d,akshare,,CN
2025-07-16 00:00:00,2025-07-16,3502.899,3511.806,3489.137,3503.777,47087857800,164985353138910.6,sh000001,1d,akshare,,CN
2025-07-17 00:00:00,2025-07-17,3500.372,3517.285,3499.186,3516.826,47221105600,166068411922825.6,sh000001,1d,akshare,,CN
2025-07-18 00:00:00,2025-07-18,3519.475,3536.014,3518.231,3534.483,49348408800,174421111980650.4,sh000001,1d,akshare,,CN
2025-07-21 00:00:00,2025-07-21,3542.816,3560.629,3542.568,3559.791,63364973600,225566062736517.62,sh000001,1d,akshare,,CN
2025-07-22 00:00:00,2025-07-22,3561.632,3584.719,3547.252,3581.861,71615523000,256516848828303.0,sh000001,1d,akshare,,CN
2025-07-23 00:00:00,2025-07-23,3588.878,3613.022,3577.594,3582.298,76767238800,275003126018762.38,sh000001,1d,akshare,,CN
2025-07-24 00:00:00,2025-07-24,3578.912,3608.728,3577.113,3605.727,77326583500,278818549943704.5,sh000001,1d,akshare,,CN
2025-07-25 00:00:00,2025-07-25,3604.451,3610.029,3586.22,3593.655,69718954900,250545870871159.5,sh000001,1d,akshare,,CN
2025-07-28 00:00:00,2025-07-28,3594.231,3606.274,3582.149,3597.937,59418787700,213785054760974.9,sh000001,1d,akshare,,CN
2025-07-29 00:00:00,2025-07-29,3595.81,3611.353,3585.944,3609.711,61064205800,220424135382523.78,sh000001,1d,akshare,,CN
2025-07-30 00:00:00,2025-07-30,3608.354,3636.166,3593.734,3615.717,63722191600,230401411445377.22,sh000001,1d,akshare,,CN
2025-07-31 00:00:00,2025-07-31,3604.696,3606.374,3562.607,3573.208,65450934900,233869804192159.22,sh000001,1d,akshare,,CN
2025-08-01 00:00:00,2025-08-01,3568.261,3581.746,3550.043,3559.952,50956308000,181402010577216.0,sh000001,1d,akshare,,CN
2025-08-04 00:00:00,2025-08-04,3547.163,3583.309,3547.163,3583.309,45857361800,164321097254196.22,sh000001,1d,akshare,,CN
2025-08-05 00:00:00,2025-08-05,3588.808,3617.598,3586.969,3617.598,49979778000,180806744933244.0,sh000001,1d,akshare,,CN
2025-08-06 00:00:00,2025-08-06,3615.808,3634.314,3613.989,3633.995,51246727300,186230350774563.5,sh000001,1d,akshare,,CN
2025-08-07 00:00:00,2025-08-07,3637.781,3645.117,3622.522,3639.667,53550120200,194904605337973.4,sh000001,1d,akshare,,CN
2025-08-08 00:00:00,2025-08-08,3634.855,3645.367,3625.451,3635.128,52640757200,191355890438921.6,sh000001,1d,akshare,,CN
2025-08-11 00:00:00,2025-08-11,3637.053,3656.852,3629.627,3647.547,55139334800,201123315231735.6,sh000001,1d,akshare,,CN
2025-08-12 00:00:00,2025-08-12,3647.963,3669.038,3647.963,3665.918,53662373900,196721862402740.22,sh000001,1d,akshare,,CN
2025-08-13 00:00:00,2025-08-13,3668.658,3688.628,3666.547,3683.465,61352888400,225991217070306.0,sh000001,1d,akshare,,CN
2025-08-14 00:00:00,2025-08-14,3685.522,3704.772,3662.57,3666.443,64782958700,237523025444904.12,sh000001,1d,akshare,,CN
2025-08-15 00:00:00,2025-08-15,3659.815,3702.255,3658.376,3696.771,67852170300,250833935452101.3,sh000001,1d,akshare,,CN
2025-08-18 00:00:00,2025-08-18,3712.495,3745.939,3702.38,3728.027,77601666900,289301109448206.3,sh000001,1d,akshare,,CN
2025-08-19 00:00:00,2025-08-19,3728.485,3746.669,3718.147,3727.288,69609975000,259456424497800.0,sh000001,1d,akshare,,CN
2025-08-20 00:00:00,2025-08-20,3716.685,3767.43,3704.991,3766.21,67983642600,256040674596546.0,sh000001,1d,akshare,,CN
2025-08-21 00:00:00,2025-08-21,3770.676,3787.981,3757.992,3771.099,69155295900,260791467213194.12,sh000001,1d,akshare,,CN
2025-08-22 00:00:00,2025-08-22,3772.277,3825.759,3772.277,3825.759,69813627700,267090114495924.3,sh000001,1d,akshare,,CN
2025-08-25 00:00:00,2025-08-25,3848.163,3883.562,3839.972,3883.562,88547480200,343879629300472.4,sh000001,1d,akshare,,CN
2025-08-26 00:00:00,2025-08-26,3871.471,3888.599,3859.758,3868.382,73456530500,284157920368651.0,sh000001,1d,akshare,,CN
2025-08-27 00:00:00,2025-08-27,3869.612,3887.198,3800.35,3800.35,85863349900,326310781792465.0,sh000001,1d,akshare,,CN
2025-08-28 00:00:00,2025-08-28,3796.711,3845.087,3761.422,3843.597,78835194700,303010717843335.94,sh000001,1d,akshare,,CN
2025-08-29 00:00:00,2025-08-29,3842.823,3867.606,3839.206,3857.927,73946236600,285279182727528.2,sh000001,1d,akshare,,CN
2025-09-01 00:00:00,2025-09-01,3869.746,3879.045,3853.658,3875.53,74770953600,289777073805408.0,sh000001,1d,akshare,,CN
2025-09-02 00:00:00,2025-09-02,3877.086,3885.315,3828.678,3858.133,76261883300,294228488601878.9,sh000001,1d,akshare,,CN
2025-09-03 00:00:00,2025-09-03,3865.286,3868.388,3794.884,3813.557,64566851000,246229366599007.0,sh000001,1d,akshare,,CN
2025-09-04 00:00:00,2025-09-04,3807.757,3808.396,3732.84,3765.876,71022793300,267463032741430.8,sh000001,1d,akshare,,CN
2025-09-05 00:00:00,2025-09-05,3761.88,3817.159,3745.309,3812.514,62622338000,238748540337732.0,sh000001,1d,akshare,,CN
2025-09-08 00:00:00,2025-09-08,3811.669,3833.143,3803.603,3826.841,66006689800,252597106800921.78,sh000001,1d,akshare,,CN
2025-09-09 00:00:00,2025-09-09,3816.657,3834.671,3791.724,3807.292,60023938000,228528658955896.0,sh000001,1d,akshare,,CN
2025-09-10 00:00:00,2025-09-10,3806.584,3826.996,3794.057,3812.221,53453982500,203778394620132.5,sh000001,1d,akshare,,CN
2025-09-11 00:00:00,2025-09-11,3806.056,3875.309,3796.435,3875.309,61701293000,239111576074537.0,sh000001,1d,akshare,,CN
2025-09-12 00:00:00,2025-09-12,3875.507,3892.738,3866.539,3870.598,70064178400,271190268786683.2,sh000001,1d,akshare,,CN
2025-09-15 00:00:00,2025-09-15,3876.097,3879.737,3855.973,3860.504,64479394400,248922959998777.6,sh000001,1d,akshare,,CN
2025-09-16 00:00:00,2025-09-16,3865.98,3876.69,3838.648,3861.865,67343972300,260073329586339.5,sh000001,1d,akshare,,CN
2025-09-17 00:00:00,2025-09-17,3854.073,3882.669,3848.946,3876.341,66343471300,257169917882513.28,sh000001,1d,akshare,,CN
2025-09-18 00:00:00,2025-09-18,3876.059,3899.959,3800.995,3831.656,87602738900,335663560122618.4,sh000001,1d,akshare,,CN
2025-09-19 00:00:00,2025-09-19,3830.444,3843.17,3811.903,3820.089,68229261300,260641850570255.7,sh000001,1d,akshare,,CN
2025-09-22 00:00:00,2025-09-22,3822.01,3831.74,3806.202,3828.576,56832568600,217587808160313.6,sh000001,1d,akshare,,CN
2025-09-23 00:00:00,2025-09-23,3830.138,3838.606,3774.528,3821.833,70190286800,268255554371704.4,sh000001,1d,akshare,,CN
2025-09-24 00:00:00,2025-09-24,3804.483,3854.923,3804.328,3853.642,60205667000,232011086989214.0,sh000001,1d,akshare,,CN
2025-09-25 00:00:00,2025-09-25,3852.431,3866.106,3840.459,3853.302,58995053100,227325756100336.22,sh000001,1d,akshare,,CN
2025-09-26 00:00:00,2025-09-26,3839.855,3856.606,3828.106,3828.106,55127533500,211034041756551.0,sh000001,1d,akshare,,CN
2025-09-29 00:00:00,2025-09-29,3828.166,3881.002,3809.535,3862.532,60846639900,235022093706226.8,sh000001,1d,akshare,,CN
2025-09-30 00:00:00,2025-09-30,3869.705,3887.57,3866.281,3882.777,56973463100,221215252135028.7,sh000001,1d,akshare,,CN
2025-10-09 00:00:00,2025-10-09,3898.307,3936.576,3885.744,3933.972,72521850100,285298927681597.2,sh000001,1d,akshare,,CN
2025-10-10 00:00:00,2025-10-10,3915.475,3933.005,3886.305,3897.028,71891767300,280164230137584.38,sh000001,1d,akshare,,CN
2025-10-13 00:00:00,2025-10-13,3800.106,3895.83,3800.106,3889.502,70950610100,275962539885170.2,sh000001,1d,akshare,,CN
2025-10-14 00:00:00,2025-10-14,3910.783,3918.436,3851.121,3865.229,80083963100,309542856609049.9,sh000001,1d,akshare,,CN
2025-10-15 00:00:00,2025-10-15,3867.536,3912.291,3857.667,3912.21,64501295500,252342613268055.0,sh000001,1d,akshare,,CN
2025-10-16 00:00:00,2025-10-16,3900.683,3931.05,3899.167,3916.228,59545149100,233192380169594.8,sh000001,1d,akshare,,CN
2025-10-17 00:00:00,2025-10-17,3912.04,3921.065,3835.365,3839.755,61756301800,237129068618059.0,sh000001,1d,akshare,,CN
2025-10-20 00:00:00,2025-10-20,3865.552,3877.722,3850.367,3863.893,54926171200,212228848416481.6,sh000001,1d,akshare,,CN
2025-10-21 00:00:00,2025-10-21,3870.749,3919.318,3868.145,3916.332,59941571300,234751093812471.6,sh000001,1d,akshare,,CN
2025-10-22 00:00:00,2025-10-22,3896.074,3918.592,3893.325,3913.758,54311734400,212562985001875.2,sh000001,1d,akshare,,CN
2025-10-23 00:00:00,2025-10-23,3904.159,3926.217,3877.529,3922.41,56518926400,221690402100624.0,sh000001,1d,akshare,,CN
2025-10-24 00:00:00,2025-10-24,3929.115,3950.312,3928.96,3950.312,56785844300,224321802168421.6,sh000001,1d,akshare,,CN
2025-10-27 00:00:00,2025-10-27,3969.22,3999.067,3963.102,3996.945,63758954500,254841034394002.5,sh000001,1d,akshare,,CN
2025-10-28 00:00:00,2025-10-28,3986.891,4010.728,3976.833,3988.224,57735768400,230263177191321.6,sh000001,1d,akshare,,CN
2025-10-29 00:00:00,2025-10-29,3990.266,4016.331,3986.941,4016.331,61291746600,246167941913724.6,sh000001,1d,akshare,,CN
2025-10-30 00:00:00,2025-10-30,4007.821,4025.705,3984.828,3986.901,66848560900,266518594300770.88,sh000001,1d,akshare,,CN
2025-10-31 00:00:00,2025-10-31,3985.064,3986.743,3951.731,3954.79,67561540600,267191705149474.0,sh000001,1d,akshare,,CN
2025-11-03 00:00:00,2025-11-03,3954.078,3977.305,3937.022,3976.521,64124594500,254992796645734.5,sh000001,1d,akshare,,CN
2025-11-04 00:00:00,2025-11-04,3973.458,3985.882,3938.52,3960.186,61549379200,243746989816531.22,sh000001,1d,akshare,,CN
2025-11-05 00:00:00,2025-11-05,3922.584,3979.754,3922.584,3969.248,61499161800,244105424976326.4,sh000001,1d,akshare,,CN
2025-11-06 00:00:00,2025-11-06,3973.349,4008.799,3973.349,4007.76,62736754700,251433856016472.0,sh000001,1d,akshare,,CN
2025-11-07 00:00:00,2025-11-07,3994.317,4012.005,3993.691,3997.556,59650703400,238457027280890.4,sh000001,1d,akshare,,CN
2025-11-10 00:00:00,2025-11-10,4001.794,4018.696,3990.836,4018.597,63404999300,254799139971982.12,sh000001,1d,akshare,,CN
2025-11-11 00:00:00,2025-11-11,4023.877,4024.939,3991.516,4002.758,58199492100,232958482599211.78,sh000001,1d,akshare,,CN
2025-11-12 00:00:00,2025-11-12,3996.565,4020.378,3980.676,4000.14,58619322800,234485497905192.0,sh000001,1d,akshare,,CN
2025-11-13 00:00:00,2025-11-13,3996.514,4030.398,3994.771,4029.501,61303106100,247020927333056.12,sh000001,1d,akshare,,CN
2025-11-14 00:00:00,2025-11-14,4007.126,4034.079,3990.307,3990.492,62201711800,248215433324205.62,sh000001,1d,akshare,,CN
2025-11-17 00:00:00,2025-11-17,3988.556,3992.404,3958.948,3972.035,59201795000,235151601802825.0,sh000001,1d,akshare,,CN
2025-11-18 00:00:00,2025-11-18,3962.444,3966.885,3926.589,3939.813,59441104600,234186836637439.8,sh000001,1d,akshare,,CN
2025-11-19 00:00:00,2025-11-19,3937.92,3960.052,3930.075,3946.742,53114960100,209631043854994.22,sh000001,1d,akshare,,CN
2025-11-20 00:00:00,2025-11-20,3960.699,3967.971,3927.512,3931.051,53474954000,210212771396654.0,sh000001,1d,akshare,,CN
2025-11-21 00:00:00,2025-11-21,3896.665,3912.006,3834.749,3834.891,63164625100,242229452314364.1,sh000001,1d,akshare,,CN
2025-11-24 00:00:00,2025-11-24,3848.657,3854.331,3816.576,3836.766,50460171600,193603870749045.6,sh000001,1d,akshare,,CN
2025-11-25 00:00:00,2025-11-25,3850.571,3882.03,3845.138,3870.023,47872761100,185268686530505.3,sh000001,1d,akshare,,CN
2025-11-26 00:00:00,2025-11-26,3867.429,3879.923,3861.177,3864.184,45758975500,176821100983492.0,sh000001,1d,akshare,,CN
2025-11-27 00:00:00,2025-11-27,3867.197,3895.589,3864.131,3875.259,44402194700,172070004630927.3,sh000001,1d,akshare,,CN
2025-11-28 00:00:00,2025-11-28,3870.944,3888.889,3856.25,3888.596,44993197300,174960367047990.8,sh000001,1d,akshare,,CN
2025-12-01 00:00:00,2025-12-01,3894.213,3914.464,3890.949,3914.006,53755413300,210399010188679.78,sh000001,1d,akshare,,CN
2025-12-02 00:00:00,2025-12-02,3908.456,3908.769,3888.328,3897.712,45558449400,177573714927772.8,sh000001,1d,akshare,,CN
2025-12-03 00:00:00,2025-12-03,3894.156,3901.696,3869.953,3878.0,48561727000,188322377306000.0,sh000001,1d,akshare,,CN
2025-12-04 00:00:00,2025-12-04,3879.742,3888.86,3859.049,3875.793,44504029000,172488404069997.0,sh000001,1d,akshare,,CN
2025-12-05 00:00:00,2025-12-05,3873.121,3907.782,3863.314,3902.808,50036876800,195284323070054.4,sh000001,1d,akshare,,CN
2025-12-08 00:00:00,2025-12-08,3909.226,3936.311,3904.738,3924.078,54734978900,214784326531954.2,sh000001,1d,akshare,,CN
2025-12-09 00:00:00,2025-12-09,3916.509,3923.899,3902.128,3909.522,52453825600,205069385167363.2,sh000001,1d,akshare,,CN
2025-12-10 00:00:00,2025-12-10,3901.128,3906.116,3876.475,3900.496,49733150400,193983954202598.4,sh000001,1d,akshare,,CN
2025-12-11 00:00:00,2025-12-11,3903.895,3904.963,3862.821,3873.318,52565860000,203604291723480.0,sh000001,1d,akshare,,CN
2025-12-12 00:00:00,2025-12-12,3869.413,3891.807,3850.597,3889.346,57394713000,223227897427698.0,sh000001,1d,akshare,,CN
2025-12-15 00:00:00,2025-12-15,3865.402,3896.977,3863.63,3867.921,50092279000,193752977881959.0,sh000001,1d,akshare,,CN
2025-12-16 00:00:00,2025-12-16,3861.515,3862.427,3815.844,3824.812,51249482700,196019636424752.4,sh000001,1d,akshare,,CN
2025-12-17 00:00:00,2025-12-17,3822.509,3881.752,3817.996,3870.278,51231369200,198279641124637.6,sh000001,1d,akshare,,CN
2025-12-18 00:00:00,2025-12-18,3857.257,3888.285,3856.423,3876.371,46117262500,178767618954387.5,sh000001,1d,akshare,,CN
2025-12-19 00:00:00,2025-12-19,3878.227,3902.671,3871.777,3890.448,51351189300,199779131709806.4,sh000001,1d,akshare,,CN
2025-12-22 00:00:00,2025-12-22,3900.535,3920.012,3900.515,3917.364,52293899200,204854238145708.8,sh000001,1d,akshare,,CN
2025-12-23 00:00:00,2025-12-23,3919.106,3937.127,3910.745,3919.979,52115695200,204292430754400.78,sh000001,1d,akshare,,CN
2025-12-24 00:00:00,2025-12-24,3920.347,3947.041,3912.311,3940.947,47489644700,187154172811530.9,sh000001,1d,akshare,,CN
2025-12-25 00:00:00,2025-12-25,3937.72,3964.073,3936.078,3959.621,46931309300,185830197861775.3,sh000001,1d,akshare,,CN
2025-12-26 00:00:00,2025-12-26,3957.833,3977.706,3945.524,3963.679,55548959200,220178243052896.8,sh000001,1d,akshare,,CN
2025-12-29 00:00:00,2025-12-29,3964.651,3983.979,3956.946,3965.28,56368719700,223517756852016.0,sh000001,1d,akshare,,CN
2025-12-30 00:00:00,2025-12-30,3947.871,3979.99,3947.419,3965.116,52593258800,208538371960020.8,sh000001,1d,akshare,,CN
2025-12-31 00:00:00,2025-12-31,3968.726,3977.536,3955.487,3968.84,49075149000,194771414357160.0,sh000001,1d,akshare,,CN
2026-01-05 00:00:00,2026-01-05,3986.972,4025.263,3983.576,4023.417,59695045500,240178060880473.5,sh000001,1d,akshare,,CN
2026-01-06 00:00:00,2026-01-06,4026.016,4083.667,4025.088,4083.667,70247227000,286866282741409.0,sh000001,1d,akshare,,CN
2026-01-07 00:00:00,2026-01-07,4083.843,4098.777,4069.436,4085.772,68338435200,279215265063974.4,sh000001,1d,akshare,,CN
2026-01-08 00:00:00,2026-01-08,4077.715,4093.872,4067.122,4082.979,66613133700,271980026021292.28,sh000001,1d,akshare,,CN
2026-01-09 00:00:00,2026-01-09,4086.762,4121.723,4083.616,4120.426,72983798500,300724340918161.0,sh000001,1d,akshare,,CN
2026-01-12 00:00:00,2026-01-12,4134.893,4168.357,4119.879,4165.287,83945608900,349657553458254.3,sh000001,1d,akshare,,CN
2026-01-13 00:00:00,2026-01-13,4169.704,4179.702,4126.234,4138.759,86838271700,359402678542820.3,sh000001,1d,akshare,,CN
2026-01-14 00:00:00,2026-01-14,4138.645,4190.866,4103.621,4126.093,95255128900,393031520568387.7,sh000001,1d,akshare,,CN
2026-01-15 00:00:00,2026-01-15,4106.224,4133.073,4096.85,4112.601,68025079100,279760008331739.06,sh000001,1d,akshare,,CN
2026-01-16 00:00:00,2026-01-16,4127.063,4140.225,4091.811,4101.913,76358846500,313217345123354.44,sh000001,1d,akshare,,CN
2026-01-19 00:00:00,2026-01-19,4090.719,4126.518,4090.057,4114.0,68890587000,283415874918000.0,sh000001,1d,akshare,,CN
2026-01-20 00:00:00,2026-01-20,4116.366,4128.93,4080.294,4113.649,73436249600,302090954730790.44,sh000001,1d,akshare,,CN
2026-01-21 00:00:00,2026-01-21,4103.529,4135.959,4103.529,4116.94,66698950700,274595578094857.97,sh000001,1d,akshare,,CN
2026-01-22 00:00:00,2026-01-22,4126.072,4140.838,4109.923,4122.576,70969540900,292577326045358.4,sh000001,1d,akshare,,CN
2026-01-23 00:00:00,2026-01-23,4130.108,4143.75,4120.204,4136.164,78211545400,323495778467845.56,sh000001,1d,akshare,,CN
2026-01-26 00:00:00,2026-01-26,4144.778,4160.985,4124.7,4132.605,88743973100,366743786952925.44,sh000001,1d,akshare,,CN
2026-01-27 00:00:00,2026-01-27,4125.216,4158.802,4101.83,4139.904,75499086900,312558971853657.6,sh000001,1d,akshare,,CN
2026-01-28 00:00:00,2026-01-28,4150.215,4170.147,4138.019,4151.238,82302674800,341657991131402.44,sh000001,1d,akshare,,CN
2026-01-29 00:00:00,2026-01-29,4155.919,4170.214,4138.299,4157.985,90590837100,376675341799243.5,sh000001,1d,akshare,,CN
2026-01-30 00:00:00,2026-01-30,4131.993,4152.85,4064.777,4117.948,80434274600,331224160220520.8,sh000001,1d,akshare,,CN
2026-02-02 00:00:00,2026-02-02,4079.708,4103.407,4013.656,4015.746,73295369800,294335588092870.8,sh000001,1d,akshare,,CN
2026-02-03 00:00:00,2026-02-03,4043.906,4069.418,4002.782,4067.738,63768424900,259393245165876.2,sh000001,1d,akshare,,CN
2026-02-04 00:00:00,2026-02-04,4064.677,4104.621,4062.683,4102.202,67425424400,276592710824528.8,sh000001,1d,akshare,,CN
2026-02-05 00:00:00,2026-02-05,4075.025,4088.904,4048.939,4075.917,59672223600,243219030599041.2,sh000001,1d,akshare,,CN
2026-02-06 00:00:00,2026-02-06,4040.299,4095.03,4029.973,4065.583,55670980100,226334990287898.3,sh000001,1d,akshare,,CN
2026-02-09 00:00:00,2026-02-09,4103.54,4123.159,4093.056,4123.09,57263258200,236101567251838.0,sh000001,1d,akshare,,CN
2026-02-10 00:00:00,2026-02-10,4127.766,4134.338,4117.564,4128.373,52462096900,216583104365343.7,sh000001,1d,akshare,,CN
2026-02-11 00:00:00,2026-02-11,4124.428,4142.561,4122.428,4131.985,50068527800,206882405841682.97,sh000001,1d,akshare,,CN
2026-02-12 00:00:00,2026-02-12,4136.99,4140.593,4124.131,4134.018,52937011600,218842558820608.8,sh000001,1d,akshare,,CN
2026-02-13 00:00:00,2026-02-13,4115.924,4123.844,4079.77,4082.073,50079947200,204430000306545.6,sh000001,1d,akshare,,CN
2026-02-24 00:00:00,2026-02-24,4129.134,4131.55,4105.937,4117.409,56632224900,233178032493284.1,sh000001,1d,akshare,,CN
2026-02-25 00:00:00,2026-02-25,4123.781,4167.844,4122.699,4147.231,72478721400,300586000230443.4,sh000001,1d,akshare,,CN
2026-02-26 00:00:00,2026-02-26,4151.068,4152.193,4127.153,4146.631,65170282600,270237114107920.62,sh000001,1d,akshare,,CN
2026-02-27 00:00:00,2026-02-27,4128.897,4166.234,4128.36,4162.882,68204764600,283928386867577.2,sh000001,1d,akshare,,CN
2026-03-02 00:00:00,2026-03-02,4151.801,4188.77,4131.368,4182.591,86157921800,360363348299383.8,sh000001,1d,akshare,,CN
2026-03-03 00:00:00,2026-03-03,4189.408,4197.228,4116.011,4122.676,92113917000,379755834881892.06,sh000001,1d,akshare,,CN
2026-03-04 00:00:00,2026-03-04,4087.632,4106.04,4055.413,4082.474,76516953100,312378471589969.44,sh000001,1d,akshare,,CN
2026-03-05 00:00:00,2026-03-05,4109.777,4125.617,4090.621,4108.567,68974653500,283386985206534.5,sh000001,1d,akshare,,CN
2026-03-06 00:00:00,2026-03-06,4085.895,4129.465,4085.895,4124.194,64676576000,266738746679744.03,sh000001,1d,akshare,,CN
2026-03-09 00:00:00,2026-03-09,4098.699,4106.534,4052.545,4096.602,79780355600,326828364311671.2,sh000001,1d,akshare,,CN
2026-03-10 00:00:00,2026-03-10,4098.587,4123.958,4098.587,4123.138,67492219400,278279734512477.2,sh000001,1d,akshare,,CN
2026-03-11 00:00:00,2026-03-11,4123.666,4135.839,4112.8,4133.433,70772716900,292534283534117.7,sh000001,1d,akshare,,CN
2026-03-12 00:00:00,2026-03-12,4133.2,4141.649,4103.164,4129.103,78615118200,324609920404974.6,sh000001,1d,akshare,,CN
2026-03-13 00:00:00,2026-03-13,4117.574,4134.079,4086.847,4095.449,79205476400,324381989116903.6,sh000001,1d,akshare,,CN
